,index,city,coordinates,graffiti
16627,16627,San Diego," (32.711785, -117.170551)",0
16628,16628,San Diego," (32.711825, -117.149831)",0
16629,16629,San Diego," (32.711879, -117.16049)",0
16630,16630,San Diego," (32.712169, -117.152801)",0
16631,16631,San Diego," (32.712177, -117.149161)",0
16632,16632,San Diego," (32.712325, -117.158842)",0
16633,16633,San Diego," (32.71247, -117.17021)",0
16634,16634,San Diego," (32.712536, -117.150904)",0
16635,16635,San Diego," (32.712629, -117.149236)",0
16636,16636,San Diego," (32.712649, -117.143052)",0
16637,16637,San Diego," (32.712927, -117.160919)",0
16638,16638,San Diego," (32.713086, -117.174425)",0
16639,16639,San Diego," (32.713345, -117.169761)",0
16640,16640,San Diego," (32.713404, -117.147813)",0
16641,16641,San Diego," (32.713511, -117.161437)",0
16642,16642,San Diego," (32.713595, -117.166422)",0
16643,16643,San Diego," (32.713812, -117.135987)",0
16644,16644,San Diego," (32.713882, -117.170298)",0
16645,16645,San Diego," (32.713906, -117.155541)",0
16646,16646,San Diego," (32.713981, -117.142918)",0
16647,16647,San Diego," (32.714002, -117.141606)",0
16648,16648,San Diego," (32.71412, -117.161957)",0
16649,16649,San Diego," (32.714243, -117.153404)",0
16650,16650,San Diego," (32.714277, -117.17353)",0
16651,16651,San Diego," (32.714542, -117.165963)",0
16652,16652,San Diego," (32.714841, -117.147838)",0
16653,16653,San Diego," (32.715117, -117.153118)",0
16654,16654,San Diego," (32.715248, -117.145397)",0
16655,16655,San Diego," (32.715254, -117.159492)",0
16656,16656,San Diego," (32.71531, -117.174799)",0
16657,16657,San Diego," (32.7154, -117.173104)",0
16658,16658,San Diego," (32.715432, -117.156899)",0
16659,16659,San Diego," (32.715894, -117.148675)",0
16660,16660,San Diego," (32.715935, -117.166452)",0
16661,16661,San Diego," (32.716038, -117.170122)",0
16662,16662,San Diego," (32.716272, -117.150367)",0
16663,16663,San Diego," (32.716312, -117.17736)",0
16664,16664,San Diego," (32.716497, -117.168771)",0
16665,16665,San Diego," (32.716832, -117.15457)",0
16666,16666,San Diego," (32.716841, -117.161826)",0
16667,16667,San Diego," (32.716859, -117.140124)",0
16668,16668,San Diego," (32.716875, -117.156132)",0
16669,16669,San Diego," (32.716929, -117.169453)",0
16670,16670,San Diego," (32.71702, -117.176428)",0
16671,16671,San Diego," (32.717509, -117.163275)",0
16672,16672,San Diego," (32.717626, -117.166958)",0
16673,16673,San Diego," (32.717669, -117.143806)",0
16674,16674,San Diego," (32.717737, -117.16873)",0
16675,16675,San Diego," (32.717904, -117.142175)",0
16676,16676,San Diego," (32.718226, -117.156822)",0
16677,16677,San Diego," (32.718305, -117.15848)",0
16678,16678,San Diego," (32.718346, -117.166432)",0
16679,16679,San Diego," (32.71859, -117.169693)",0
16680,16680,San Diego," (32.718714, -117.135361)",0
16681,16681,San Diego," (32.718721, -117.165131)",0
16682,16682,San Diego," (32.719117, -117.136667)",0
16683,16683,San Diego," (32.719324, -117.164087)",0
16684,16684,San Diego," (32.719873, -117.143739)",0
16685,16685,San Diego," (32.720014, -117.166543)",0
16686,16686,San Diego," (32.720015, -117.154939)",0
16687,16687,San Diego," (32.720324, -117.156361)",0
16688,16688,San Diego," (32.720612, -117.157292)",0
16689,16689,San Diego," (32.720741, -117.13631)",0
16690,16690,San Diego," (32.720967, -117.156242)",0
16691,16691,San Diego," (32.721206, -117.160152)",0
16692,16692,San Diego," (32.721293, -117.137693)",0
16693,16693,San Diego," (32.721473, -117.16523)",0
16694,16694,San Diego," (32.721553, -117.157554)",0
16695,16695,San Diego," (32.721599, -117.170669)",0
16696,16696,San Diego," (32.721993, -117.148602)",0
16697,16697,San Diego," (32.722131, -117.15221)",0
16698,16698,San Diego," (32.7224, -117.167686)",0
16699,16699,San Diego," (32.722473, -117.172603)",0
16700,16700,San Diego," (32.7226, -117.167752)",0
16701,16701,San Diego," (32.722734, -117.155033)",0
16702,16702,San Diego," (32.722956, -117.159763)",0
16703,16703,San Diego," (32.723023, -117.170246)",0
16704,16704,San Diego," (32.724015, -117.144341)",0
16705,16705,San Diego," (32.724105, -117.144878)",0
16706,16706,San Diego," (32.724237, -117.167033)",0
16707,16707,San Diego," (32.724353, -117.166167)",0
16708,16708,San Diego," (32.725203, -117.165606)",0
16709,16709,San Diego," (32.725315, -117.160943)",0
16710,16710,San Diego," (32.72538, -117.166517)",0
16711,16711,San Diego," (32.725468, -117.148194)",0
16712,16712,San Diego," (32.725581, -117.164096)",0
16713,16713,San Diego," (32.725586, -117.170323)",0
16714,16714,San Diego," (32.725645, -117.170692)",0
16715,16715,San Diego," (32.725651, -117.16298)",0
16716,16716,San Diego," (32.725759, -117.146804)",0
16717,16717,San Diego," (32.725944, -117.181631)",0
16718,16718,San Diego," (32.725952, -117.16801)",0
16719,16719,San Diego," (32.72604, -117.138196)",0
16720,16720,San Diego," (32.726128, -117.135464)",0
16721,16721,San Diego," (32.726175, -117.181037)",0
16722,16722,San Diego," (32.726686, -117.165362)",0
16723,16723,San Diego," (32.726696, -117.152036)",0
16724,16724,San Diego," (32.726742, -117.147356)",0
16725,16725,San Diego," (32.726931, -117.171279)",0
16726,16726,San Diego," (32.727521, -117.171984)",0
16727,16727,San Diego," (32.727659, -117.179161)",0
16728,16728,San Diego," (32.727675, -117.183264)",0
16729,16729,San Diego," (32.727677, -117.176413)",0
16730,16730,San Diego," (32.72786, -117.164565)",0
16731,16731,San Diego," (32.728123, -117.180405)",0
16732,16732,San Diego," (32.728882, -117.161638)",0
16733,16733,San Diego," (32.729157, -117.147137)",0
16734,16734,San Diego," (32.729296, -117.176944)",0
16735,16735,San Diego," (32.72957, -117.152683)",0
16736,16736,San Diego," (32.729603, -117.175189)",0
16737,16737,San Diego," (32.730135, -117.139024)",0
16738,16738,San Diego," (32.730256, -117.170471)",0
16739,16739,San Diego," (32.730276, -117.137322)",0
16740,16740,San Diego," (32.730296, -117.137922)",0
16741,16741,San Diego," (32.730532, -117.173032)",0
16742,16742,San Diego," (32.730608, -117.171637)",0
16743,16743,San Diego," (32.730743, -117.175366)",0
16744,16744,San Diego," (32.730848, -117.150614)",0
16745,16745,San Diego," (32.730899, -117.139531)",0
16746,16746,San Diego," (32.730934, -117.162834)",0
16747,16747,San Diego," (32.730951, -117.165815)",0
16748,16748,San Diego," (32.73099, -117.171357)",0
16749,16749,San Diego," (32.731032, -117.137586)",0
16750,16750,San Diego," (32.731389, -117.149608)",0
16751,16751,San Diego," (32.731538, -117.14709)",0
16752,16752,San Diego," (32.731688, -117.166351)",0
16753,16753,San Diego," (32.73182, -117.176373)",0
16754,16754,San Diego," (32.731897, -117.137709)",0
16755,16755,San Diego," (32.732035, -117.144724)",0
16756,16756,San Diego," (32.732065, -117.150018)",0
16757,16757,San Diego," (32.732179, -117.163686)",0
16758,16758,San Diego," (32.732895, -117.173325)",0
16759,16759,San Diego," (32.733167, -117.146458)",0
16760,16760,San Diego," (32.733222, -117.163724)",0
16761,16761,San Diego," (32.733567, -117.166214)",0
16762,16762,San Diego," (32.733745, -117.164913)",0
16763,16763,San Diego," (32.733782, -117.160363)",0
16764,16764,San Diego," (32.73399, -117.170959)",0
16765,16765,San Diego," (32.734033, -117.154744)",0
16766,16766,San Diego," (32.734211, -117.169019)",0
16767,16767,San Diego," (32.734294, -117.146506)",0
16768,16768,San Diego," (32.734609, -117.16894)",0
16769,16769,San Diego," (32.734728, -117.138408)",0
16770,16770,San Diego," (32.735094, -117.149871)",0
16771,16771,San Diego," (32.735195, -117.172713)",0
16772,16772,San Diego," (32.735199, -117.175599)",0
16773,16773,San Diego," (32.735217, -117.137456)",0
16774,16774,San Diego," (32.735362, -117.172085)",0
16775,16775,San Diego," (32.735524, -117.174081)",0
16776,16776,San Diego," (32.73553, -117.167518)",0
16777,16777,San Diego," (32.735567, -117.14046)",0
16778,16778,San Diego," (32.735717, -117.171122)",0
16779,16779,San Diego," (32.735755, -117.149051)",0
16780,16780,San Diego," (32.736205, -117.174917)",0
16781,16781,San Diego," (32.736281, -117.177068)",0
16782,16782,San Diego," (32.7365, -117.136054)",0
16783,16783,San Diego," (32.736681, -117.178083)",0
16784,16784,San Diego," (32.736778, -117.172486)",0
16785,16785,San Diego," (32.736871, -117.157233)",0
16786,16786,San Diego," (32.736999, -117.171487)",0
16787,16787,San Diego," (32.737441, -117.175811)",0
16788,16788,San Diego," (32.73749, -117.173334)",0
16789,16789,San Diego," (32.737497, -117.139149)",0
16790,16790,San Diego," (32.737621, -117.180702)",0
16791,16791,San Diego," (32.737647, -117.168096)",0
16792,16792,San Diego," (32.737882, -117.172882)",0
16793,16793,San Diego," (32.737977, -117.14046)",0
16794,16794,San Diego," (32.738019, -117.148712)",0
16795,16795,San Diego," (32.738063, -117.15113)",0
16796,16796,San Diego," (32.738098, -117.178452)",0
16797,16797,San Diego," (32.738119, -117.169601)",0
16798,16798,San Diego," (32.738196, -117.149948)",0
16799,16799,San Diego," (32.738206, -117.166507)",0
16800,16800,San Diego," (32.738248, -117.156502)",0
16801,16801,San Diego," (32.738456, -117.175836)",0
16802,16802,San Diego," (32.73894, -117.177834)",0
16803,16803,San Diego," (32.739174, -117.165694)",0
16804,16804,San Diego," (32.739353, -117.14904)",0
16805,16805,San Diego," (32.739588, -117.137286)",0
16806,16806,San Diego," (32.739857, -117.164921)",0
16807,16807,San Diego," (32.73993, -117.178149)",0
16808,16808,San Diego," (32.740044, -117.152633)",0
16809,16809,San Diego," (32.740085, -117.177492)",0
16810,16810,San Diego," (32.740252, -117.183446)",0
16811,16811,San Diego," (32.740254, -117.173458)",0
16812,16812,San Diego," (32.740566, -117.161782)",0
16813,16813,San Diego," (32.74079, -117.160418)",0
16814,16814,San Diego," (32.740952, -117.166196)",0
16815,16815,San Diego," (32.741155, -117.151314)",0
16816,16816,San Diego," (32.741258, -117.152302)",0
16817,16817,San Diego," (32.741328, -117.153493)",0
16818,16818,San Diego," (32.741328, -117.168956)",0
16819,16819,San Diego," (32.741403, -117.159189)",0
16820,16820,San Diego," (32.741471, -117.139761)",0
16821,16821,San Diego," (32.74149, -117.172336)",0
16822,16822,San Diego," (32.741601, -117.145862)",0
16823,16823,San Diego," (32.741787, -117.148735)",0
16824,16824,San Diego," (32.742139, -117.135986)",0
16825,16825,San Diego," (32.742167, -117.139766)",0
16826,16826,San Diego," (32.742184, -117.181063)",0
16827,16827,San Diego," (32.742238, -117.147859)",0
16828,16828,San Diego," (32.742285, -117.184996)",0
16829,16829,San Diego," (32.74231, -117.158432)",0
16830,16830,San Diego," (32.742366, -117.162613)",0
16831,16831,San Diego," (32.742532, -117.183888)",0
16832,16832,San Diego," (32.742555, -117.161504)",0
16833,16833,San Diego," (32.7426, -117.17631)",0
16834,16834,San Diego," (32.742667, -117.15964)",0
16835,16835,San Franciscoh," (37.755021, -122.435741)",0
16836,16836,San Franciscoh," (37.755086, -122.410196)",0
16837,16837,San Franciscoh," (37.755115, -122.445181)",0
16838,16838,San Franciscoh," (37.755179, -122.452955)",0
16839,16839,San Franciscoh," (37.755552, -122.418443)",0
16840,16840,San Franciscoh," (37.75569, -122.443203)",0
16841,16841,San Franciscoh," (37.755739, -122.422476)",0
16842,16842,San Franciscoh," (37.755943, -122.429896)",0
16843,16843,San Franciscoh," (37.755961, -122.431622)",0
16844,16844,San Franciscoh," (37.756091, -122.43968)",0
16845,16845,San Franciscoh," (37.756103, -122.43536)",0
16846,16846,San Franciscoh," (37.75635, -122.436068)",0
16847,16847,San Franciscoh," (37.756441, -122.445082)",0
16848,16848,San Franciscoh," (37.756849, -122.42791)",0
16849,16849,San Franciscoh," (37.756856, -122.406282)",0
16850,16850,San Franciscoh," (37.756964, -122.43485)",0
16851,16851,San Franciscoh," (37.757047, -122.427335)",0
16852,16852,San Franciscoh," (37.757125, -122.418171)",0
16853,16853,San Franciscoh," (37.757127, -122.449663)",0
16854,16854,San Franciscoh," (37.757152, -122.439776)",0
16855,16855,San Franciscoh," (37.757307, -122.410007)",0
16856,16856,San Franciscoh," (37.75736, -122.442733)",0
16857,16857,San Franciscoh," (37.757482, -122.406586)",0
16858,16858,San Franciscoh," (37.757574, -122.436114)",0
16859,16859,San Franciscoh," (37.757821, -122.450421)",0
16860,16860,San Franciscoh," (37.757968, -122.420785)",0
16861,16861,San Franciscoh," (37.757973, -122.433152)",0
16862,16862,San Franciscoh," (37.758029, -122.43464)",0
16863,16863,San Franciscoh," (37.758033, -122.445482)",0
16864,16864,San Franciscoh," (37.758092, -122.406049)",0
16865,16865,San Franciscoh," (37.7582, -122.423925)",0
16866,16866,San Franciscoh," (37.758373, -122.43836)",0
16867,16867,San Franciscoh," (37.758545, -122.449994)",0
16868,16868,San Franciscoh," (37.758559, -122.411145)",0
16869,16869,San Franciscoh," (37.758586, -122.412157)",0
16870,16870,San Franciscoh," (37.758743, -122.42741)",0
16871,16871,San Franciscoh," (37.759048, -122.451505)",0
16872,16872,San Franciscoh," (37.759093, -122.416952)",0
16873,16873,San Franciscoh," (37.759166, -122.420988)",0
16874,16874,San Franciscoh," (37.759347, -122.422409)",0
16875,16875,San Franciscoh," (37.759507, -122.434627)",0
16876,16876,San Franciscoh," (37.759524, -122.438983)",0
16877,16877,San Franciscoh," (37.759554, -122.408213)",0
16878,16878,San Franciscoh," (37.759733, -122.422823)",0
16879,16879,San Franciscoh," (37.759865, -122.416079)",0
16880,16880,San Franciscoh," (37.760162, -122.406896)",0
16881,16881,San Franciscoh," (37.760172, -122.445914)",0
16882,16882,San Franciscoh," (37.760238, -122.454095)",0
16883,16883,San Franciscoh," (37.760343, -122.418143)",0
16884,16884,San Franciscoh," (37.760456, -122.436972)",0
16885,16885,San Franciscoh," (37.760459, -122.408912)",0
16886,16886,San Franciscoh," (37.760833, -122.413193)",0
16887,16887,San Franciscoh," (37.760915, -122.427828)",0
16888,16888,San Franciscoh," (37.76093, -122.421789)",0
16889,16889,San Franciscoh," (37.76111, -122.432922)",0
16890,16890,San Franciscoh," (37.761188, -122.440525)",0
16891,16891,San Franciscoh," (37.761364, -122.452879)",0
16892,16892,San Franciscoh," (37.761464, -122.433982)",0
16893,16893,San Franciscoh," (37.761472, -122.45085)",0
16894,16894,San Franciscoh," (37.761505, -122.443676)",0
16895,16895,San Franciscoh," (37.76181, -122.432865)",0
16896,16896,San Franciscoh," (37.761909, -122.454851)",0
16897,16897,San Franciscoh," (37.76199, -122.428681)",0
16898,16898,San Franciscoh," (37.762029, -122.413142)",0
16899,16899,San Franciscoh," (37.762106, -122.415383)",0
16900,16900,San Franciscoh," (37.762195, -122.44343)",0
16901,16901,San Franciscoh," (37.76233, -122.434525)",0
16902,16902,San Franciscoh," (37.762484, -122.452944)",0
16903,16903,San Franciscoh," (37.762497, -122.417595)",0
16904,16904,San Franciscoh," (37.762559, -122.409659)",0
16905,16905,San Franciscoh," (37.762717, -122.433481)",0
16906,16906,San Franciscoh," (37.762721, -122.41595)",0
16907,16907,San Franciscoh," (37.762864, -122.431088)",0
16908,16908,San Franciscoh," (37.76288, -122.426459)",0
16909,16909,San Franciscoh," (37.762957, -122.440792)",0
16910,16910,San Franciscoh," (37.763034, -122.405943)",0
16911,16911,San Franciscoh," (37.763154, -122.42428)",0
16912,16912,San Franciscoh," (37.763192, -122.442556)",0
16913,16913,San Franciscoh," (37.763196, -122.447411)",0
16914,16914,San Franciscoh," (37.763308, -122.413637)",0
16915,16915,San Franciscoh," (37.763359, -122.425106)",0
16916,16916,San Franciscoh," (37.763538, -122.408359)",0
16917,16917,San Franciscoh," (37.763586, -122.441549)",0
16918,16918,San Franciscoh," (37.763669, -122.405409)",0
16919,16919,San Franciscoh," (37.763774, -122.429667)",0
16920,16920,San Franciscoh," (37.763993, -122.436192)",0
16921,16921,San Franciscoh," (37.764056, -122.435098)",0
16922,16922,San Franciscoh," (37.764084, -122.438855)",0
16923,16923,San Franciscoh," (37.764418, -122.437792)",0
16924,16924,San Franciscoh," (37.764495, -122.453188)",0
16925,16925,San Franciscoh," (37.764558, -122.417228)",0
16926,16926,San Franciscoh," (37.764686, -122.409545)",0
16927,16927,San Franciscoh," (37.764721, -122.41548)",0
16928,16928,San Franciscoh," (37.764857, -122.422708)",0
16929,16929,San Franciscoh," (37.765226, -122.413652)",0
16930,16930,San Franciscoh," (37.765314, -122.447873)",0
16931,16931,San Franciscoh," (37.765345, -122.428508)",0
16932,16932,San Franciscoh," (37.765408, -122.452425)",0
16933,16933,San Franciscoh," (37.765631, -122.445758)",0
16934,16934,San Franciscoh," (37.765691, -122.423318)",0
16935,16935,San Franciscoh," (37.765894, -122.410491)",0
16936,16936,San Franciscoh," (37.765951, -122.443837)",0
16937,16937,San Franciscoh," (37.765968, -122.409465)",0
16938,16938,San Franciscoh," (37.765981, -122.427253)",0
16939,16939,San Franciscoh," (37.765983, -122.432712)",0
16940,16940,San Franciscoh," (37.766187, -122.410805)",0
16941,16941,San Franciscoh," (37.766251, -122.436118)",0
16942,16942,San Franciscoh," (37.766283, -122.446759)",0
16943,16943,San Franciscoh," (37.766337, -122.428725)",0
16944,16944,San Franciscoh," (37.766364, -122.450798)",0
16945,16945,San Franciscoh," (37.766498, -122.416618)",0
16946,16946,San Franciscoh," (37.766581, -122.44521)",0
16947,16947,San Franciscoh," (37.766718, -122.447153)",0
16948,16948,San Franciscoh," (37.766813, -122.423679)",0
16949,16949,San Franciscoh," (37.766891, -122.430595)",0
16950,16950,San Franciscoh," (37.767185, -122.44958)",0
16951,16951,San Franciscoh," (37.767251, -122.443452)",0
16952,16952,San Franciscoh," (37.767256, -122.433326)",0
16953,16953,San Franciscoh," (37.767379, -122.415973)",0
16954,16954,San Franciscoh," (37.76813, -122.433399)",0
16955,16955,San Franciscoh," (37.768136, -122.427386)",0
16956,16956,San Franciscoh," (37.768176, -122.454059)",0
16957,16957,San Franciscoh," (37.768196, -122.43838)",0
16958,16958,San Franciscoh," (37.768234, -122.419145)",0
16959,16959,San Franciscoh," (37.768244, -122.43474)",0
16960,16960,San Franciscoh," (37.768374, -122.449326)",0
16961,16961,San Franciscoh," (37.768533, -122.408413)",0
16962,16962,San Franciscoh," (37.768648, -122.431994)",0
16963,16963,San Franciscoh," (37.768663, -122.421878)",0
16964,16964,San Franciscoh," (37.768717, -122.412171)",0
16965,16965,San Franciscoh," (37.768736, -122.418381)",0
16966,16966,San Franciscoh," (37.769043, -122.446086)",0
16967,16967,San Franciscoh," (37.769071, -122.416226)",0
16968,16968,San Franciscoh," (37.769233, -122.420568)",0
16969,16969,San Franciscoh," (37.769387, -122.425436)",0
16970,16970,San Franciscoh," (37.769669, -122.453114)",0
16971,16971,San Franciscoh," (37.770003, -122.440489)",0
16972,16972,San Franciscoh," (37.770034, -122.448278)",0
16973,16973,San Franciscoh," (37.770092, -122.452407)",0
16974,16974,San Franciscoh," (37.770132, -122.43315)",0
16975,16975,San Franciscoh," (37.770285, -122.448748)",0
16976,16976,San Franciscoh," (37.770337, -122.434684)",0
16977,16977,San Franciscoh," (37.770362, -122.426548)",0
16978,16978,San Franciscoh," (37.770407, -122.42638)",0
16979,16979,San Franciscoh," (37.770414, -122.41849)",0
16980,16980,San Franciscoh," (37.770528, -122.408196)",0
16981,16981,San Franciscoh," (37.770691, -122.449888)",0
16982,16982,San Franciscoh," (37.770711, -122.419821)",0
16983,16983,San Franciscoh," (37.770776, -122.424437)",0
16984,16984,San Franciscoh," (37.770848, -122.43413)",0
16985,16985,San Franciscoh," (37.770848, -122.435914)",0
16986,16986,San Franciscoh," (37.770993, -122.431646)",0
16987,16987,San Franciscoh," (37.771062, -122.428414)",0
16988,16988,San Franciscoh," (37.771124, -122.406033)",0
16989,16989,San Franciscoh," (37.771423, -122.441101)",0
16990,16990,San Franciscoh," (37.771438, -122.418437)",0
16991,16991,San Franciscoh," (37.771471, -122.409192)",0
16992,16992,San Franciscoh," (37.771552, -122.450616)",0
16993,16993,San Franciscoh," (37.771748, -122.417953)",0
16994,16994,San Franciscoh," (37.771748, -122.423369)",0
16995,16995,San Franciscoh," (37.771799, -122.445231)",0
16996,16996,San Franciscoh," (37.771972, -122.440647)",0
16997,16997,San Franciscoh," (37.772079, -122.423956)",0
16998,16998,San Franciscoh," (37.772132, -122.42803)",0
16999,16999,San Franciscoh," (37.772158, -122.439021)",0
17000,17000,San Franciscoh," (37.772199, -122.416686)",0
17001,17001,San Franciscoh," (37.772569, -122.435174)",0
17002,17002,San Franciscoh," (37.772903, -122.431176)",0
17003,17003,San Franciscoh," (37.772954, -122.418834)",0
17004,17004,San Franciscoh," (37.773167, -122.414166)",0
17005,17005,San Franciscoh," (37.773299, -122.429685)",0
17006,17006,San Franciscoh," (37.773372, -122.421382)",0
17007,17007,San Franciscoh," (37.773445, -122.422773)",0
17008,17008,San Franciscoh," (37.773511, -122.41798)",0
17009,17009,San Franciscoh," (37.773559, -122.454131)",0
17010,17010,San Franciscoh," (37.773722, -122.435154)",0
17011,17011,San Franciscoh," (37.773741, -122.431893)",0
17012,17012,San Franciscoh," (37.77376, -122.446521)",0
17013,17013,San Franciscoh," (37.773787, -122.426321)",0
17014,17014,San Franciscoh," (37.773818, -122.405587)",0
17015,17015,San Franciscoh," (37.774104, -122.424404)",0
17016,17016,San Franciscoh," (37.774146, -122.413009)",0
17017,17017,San Franciscoh," (37.774158, -122.423299)",0
17018,17018,San Franciscoh," (37.774161, -122.40814)",0
17019,17019,San Franciscoh," (37.774263, -122.424881)",0
17020,17020,San Franciscoh," (37.774274, -122.4526)",0
17021,17021,San Franciscoh," (37.774422, -122.433193)",0
17022,17022,San Franciscoh," (37.774517, -122.436557)",0
17023,17023,San Franciscoh," (37.774523, -122.418304)",0
17024,17024,San Franciscoh," (37.774557, -122.417037)",0
17025,17025,San Franciscoh," (37.774595, -122.428555)",0
17026,17026,San Franciscoh," (37.774703, -122.431813)",0
17027,17027,San Franciscoh," (37.774804, -122.455183)",0
17028,17028,San Franciscoh," (37.775177, -122.42265)",0
17029,17029,San Franciscoh," (37.775221, -122.424046)",0
17030,17030,San Franciscoh," (37.775286, -122.436318)",0
17031,17031,San Franciscoh," (37.775357, -122.411351)",0
17032,17032,San Franciscoh," (37.775496, -122.44363)",0
17033,17033,San Franciscoh," (37.775789, -122.437446)",0
17034,17034,San Franciscoh," (37.775857, -122.405514)",0
17035,17035,San Franciscoh," (37.775957, -122.434666)",0
17036,17036,San Franciscoh," (37.776082, -122.443669)",0
17037,17037,San Franciscoh," (37.776248, -122.415211)",0
17038,17038,San Franciscoh," (37.776376, -122.424129)",0
17039,17039,San Franciscoh," (37.776693, -122.422474)",0
17040,17040,San Franciscoh," (37.776794, -122.442315)",0
17041,17041,San Franciscoh," (37.776815, -122.454122)",0
17042,17042,San Franciscoh," (37.776839, -122.418821)",0
17043,17043,San Franciscoh," (37.776852, -122.428547)",0
17044,17044,San Franciscoh," (37.777091, -122.42961)",0
17045,17045,San Franciscoh," (37.777107, -122.427394)",0
17046,17046,San Franciscoh," (37.777304, -122.437701)",0
17047,17047,San Franciscoh," (37.777308, -122.422528)",0
17048,17048,San Franciscoh," (37.777393, -122.445227)",0
17049,17049,San Franciscoh," (37.777412, -122.431883)",0
17050,17050,San Franciscoh," (37.777947, -122.408676)",0
17051,17051,San Franciscoh," (37.778346, -122.441708)",0
17052,17052,San Franciscoh," (37.778461, -122.415325)",0
17053,17053,San Franciscoh," (37.778509, -122.440352)",0
17054,17054,San Franciscoh," (37.778573, -122.438456)",0
17055,17055,San Franciscoh," (37.778964, -122.439369)",0
17056,17056,San Franciscoh," (37.779035, -122.45119)",0
17057,17057,San Franciscoh," (37.779447, -122.426166)",0
17058,17058,San Franciscoh," (37.779593, -122.405998)",0
17059,17059,San Franciscoh," (37.77962, -122.435238)",0
17060,17060,San Franciscoh," (37.779665, -122.43876)",0
17061,17061,San Franciscoh," (37.779707, -122.430073)",0
17062,17062,San Franciscoh," (37.779854, -122.410739)",0
17063,17063,San Franciscoh," (37.780011, -122.408947)",0
17064,17064,San Franciscoh," (37.780081, -122.426906)",0
17065,17065,San Franciscoh," (37.780124, -122.425795)",0
17066,17066,San Franciscoh," (37.780179, -122.413833)",0
17067,17067,San Franciscoh," (37.780203, -122.450134)",0
17068,17068,San Franciscoh," (37.780272, -122.44056)",0
17069,17069,San Franciscoh," (37.780283, -122.424457)",0
17070,17070,San Franciscoh," (37.780333, -122.453819)",0
17071,17071,San Franciscoh," (37.780338, -122.431224)",0
17072,17072,San Franciscoh," (37.780367, -122.443019)",0
17073,17073,San Franciscoh," (37.780665, -122.432469)",0
17074,17074,San Franciscoh," (37.780723, -122.441134)",0
17075,17075,San Franciscoh," (37.780869, -122.425111)",0
17076,17076,San Franciscoh," (37.781119, -122.444786)",0
17077,17077,San Franciscoh," (37.781172, -122.448958)",0
17078,17078,San Franciscoh," (37.781292, -122.412105)",0
17079,17079,San Franciscoh," (37.781296, -122.44996)",0
17080,17080,San Franciscoh," (37.781389, -122.436401)",0
17081,17081,San Franciscoh," (37.781507, -122.409268)",0
17082,17082,San Franciscoh," (37.781513, -122.432915)",0
17083,17083,San Franciscoh," (37.781589, -122.452532)",0
17084,17084,San Franciscoh," (37.781665, -122.451221)",0
17085,17085,San Franciscoh," (37.781697, -122.41232)",0
17086,17086,San Franciscoh," (37.781724, -122.420472)",0
17087,17087,San Franciscoh," (37.781747, -122.416214)",0
17088,17088,San Franciscoh," (37.781796, -122.41841)",0
17089,17089,San Franciscoh," (37.781817, -122.437715)",0
17090,17090,San Franciscoh," (37.781854, -122.428477)",0
17091,17091,San Franciscoh," (37.781984, -122.442773)",0
17092,17092,San Franciscoh," (37.782044, -122.43413)",0
17093,17093,San Franciscoh," (37.782056, -122.452324)",0
17094,17094,San Franciscoh," (37.782097, -122.4462)",0
17095,17095,San Franciscoh," (37.782146, -122.425372)",0
17096,17096,San Franciscoh," (37.782405, -122.455057)",0
17097,17097,San Franciscoh," (37.782469, -122.412931)",0
17098,17098,San Franciscoh," (37.782669, -122.454419)",0
17099,17099,San Franciscoh," (37.782775, -122.436174)",0
17100,17100,San Franciscoh," (37.782852, -122.412671)",0
17101,17101,San Franciscoh," (37.782921, -122.44437)",0
17102,17102,San Franciscoh," (37.783036, -122.411128)",0
17103,17103,San Franciscoh," (37.783106, -122.428668)",0
17104,17104,San Franciscoh," (37.783161, -122.443431)",0
17105,17105,San Franciscoh," (37.783333, -122.445185)",0
17106,17106,San Franciscoh," (37.783496, -122.44684)",0
17107,17107,San Franciscoh," (37.783529, -122.412852)",0
17108,17108,San Franciscoh," (37.783808, -122.430805)",0
17109,17109,San Franciscoh," (37.784119, -122.451769)",0
17110,17110,San Franciscoh," (37.784309, -122.450713)",0
17111,17111,San Franciscoh," (37.784327, -122.443713)",0
17112,17112,San Franciscoh," (37.784376, -122.41496)",0
17113,17113,San Franciscoh," (37.784534, -122.418781)",0
17114,17114,San Franciscoh," (37.784556, -122.427106)",0
17115,17115,San Franciscoh," (37.784624, -122.411735)",0
17116,17116,San Franciscoh," (37.784673, -122.425987)",0
17117,17117,San Franciscoh," (37.784766, -122.414238)",0
17118,17118,San Franciscoh," (37.784967, -122.445847)",0
17119,17119,San Franciscoh," (37.78508, -122.442863)",0
17120,17120,San Franciscoh," (37.785546, -122.424339)",0
17121,17121,San Franciscoh," (37.785765, -122.436647)",0
17122,17122,San Franciscoh," (37.785857, -122.438353)",0
17123,17123,San Franciscoh," (37.786067, -122.440934)",0
17124,17124,San Franciscoh," (37.786094, -122.415494)",0
17125,17125,San Franciscoh," (37.786127, -122.439053)",0
17126,17126,San Franciscoh," (37.786141, -122.408714)",0
17127,17127,San Franciscoh," (37.786344, -122.43983)",0
17128,17128,San Franciscoh," (37.786365, -122.416259)",0
17129,17129,San Franciscoh," (37.786514, -122.453113)",0
